"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"29MV75PV","conferencePaper","2023","A. M. Krol; K. Mesman; A. Sarkar; Z. Al-Ars","Efficient Parameterised Compilation for Hybrid Quantum Programming","2023 IEEE International Conference on Quantum Computing and Engineering (QCE)","","","10.1109/QCE57702.2023.10192","","Near term quantum devices have the potential to outperform classical computing through the use of hybrid classical-quantum algorithms such as Variational Quantum Eigensolvers. These iterative algorithms use a classical optimiser to update a parameterised quantum circuit. Each iteration, the circuit is executed on a physical quantum processor or quantum computing simulator, and the average measurement result is passed back to the classical optimiser. When many iterations are required, the whole quantum program is also recompiled many times. We have implemented explicit parameters that prevent recompilation of the whole program in the quantum programming framework OpenQL, called OpenQLPC. These parameters improve the compilation and therefore total runtime for hybrid quantum-classical algorithms. We compare the time required for compilation and simulation of the MAXCUT algorithm in OpenQLpcto the same algorithm in both PyQuil and Qiskit. We show that efficient handling of parameterised circuits results in up to 70 % reduction in total compilation time for the MAXCUT benchmark, and leads to a reduced total execution time. When using OpenQLPC, compilation of hybrid algorithms is up to two times faster than when using PyQuil or Qiskit.","2023-09-17","2026-07-02 19:56:59","2026-07-10 00:56:59","","103-111","","","02","","","","","","","","","","","","","","","","","Journal Abbreviation: 2023 IEEE International Conference on Quantum Computing and Engineering (QCE)","","","","Programming; Quantum computing; Benchmark testing; Runtime; Compilation techniques; Compilers; Control systems; Heuristic algorithms; Hybrid algorithms; Parameterisation; Programming languages; Proposals; Quantum programming; Time measurement","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023 IEEE International Conference on Quantum Computing and Engineering (QCE)","","","","","","","","","","","","","","",""
"MBYZLFUC","conferencePaper","2025","J. John; L. Golla; Q. Wang","Stealthy Conditional Trojans in Quantum Circuits","2025 26th International Symposium on Quality Electronic Design (ISQED)","1948-3295","","10.1109/ISQED65160.2025.11014343","","Quantum computing has demonstrated superior efficiency compared to classical computing. Quantum circuits are essential for implementing functions and achieving correct computational outcomes. Quantum circuit compilers, which translate high-level quantum operations into hardware-specific gates while optimizing performance, serve as the interface between the quantum software stack and physical quantum machines. However, untrusted compilers can introduce malicious hardware Trojans into quantum circuits, altering their functionality and leading to incorrect results. In the world of classical computing, effective hardware Trojans are a critical threat to integrated circuits. This process often involves stealthily inserting conditional logic gates that activate under specific input conditions. In this paper, we propose a novel advanced quantum Trojan that is controllable, allowing it to be activated or deactivated under different circumstances. These Trojans remain dormant until triggered by predefined input conditions, making detection challenging. Through a series of benchmark experiments, we demonstrate the feasibility of this method by evaluating the effectiveness of embedding controlled trojans in quantum circuits and measuring their impact on circuit performance and security.","2025-04-23","2026-07-02 19:56:59","2026-07-10 00:58:39","","1-7","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2025 26th International Symposium on Quality Electronic Design (ISQED)","","","","Quantum circuit; Hardware; Logic gates; Benchmark testing; Full stack; Circuit optimization; Integrated circuits; Security; Trojan horses","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2025 26th International Symposium on Quality Electronic Design (ISQED)","","","","","","","","","","","","","","",""
"5ZPH7WN4","journalArticle","2026","J. Kim; J. Kim; J. Choi; J. Cho; J. Hong; H. Jeong; D. Min; I. Byun; M. Tanaka; K. Inoue","Architecting a Full-Stack Superconducting Fault-Tolerant Quantum Computer","IEEE Micro","","1937-4143","10.1109/MM.2026.3665565","","To run a practical size of quantum program, computer architects have been making tremendous efforts to realize fault-tolerant quantum computing (FTQC), which constructs a fault-tolerant logical qubit by correcting many erroneous physical qubits during runtime. However, it is extremely challenging to build a full-stack FTQC system consisting of heterogeneous stacks, where each stack incurs unique challenges regarding fault tolerance, and the interplay of the challenges incurs very complicated overall design choice problem. Therefore, computer architects must fully understand stack-specific optimizations and their system-level tradeoffs and resolve all the challenges together. In this article, we first introduce critical design challenges in architecting an FTQC system built on superconducting technology, and then present our research outcomes to resolve the challenges to build an FTQC system capable of realizing thousands of logical qubits. We also outline near-future directions to resolve the remaining challenges and provide insights toward realizing more scalable future FTQC systems.","2026-04","2026-07-02 19:56:59","2026-07-10 00:58:40","","93-101","","2","46","","IEEE Micro","","","","","","","","","","","","","","","","","","","Scalability; Fault tolerant systems; Quantum computing; Logic gates; Qubit; Error analysis; Decoding; Lattices; Superconducting logic circuits","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PB5ZAI2B","journalArticle","2024","J. D. Malcolm; A. Roth; M. Radic; P. Martín-Ramiro; J. Oillarburu; B. Aizpurua; R. Orús; S. Mugel","Multidisk Clutch Optimization Using Quantum Annealing","IEEE Transactions on Quantum Engineering","","2689-1808","10.1109/TQE.2024.3441229","","In this article, we apply a quantum optimization algorithm to solve a combinatorial problem with significant practical relevance occurring in clutch manufacturing. It is demonstrated how quantum optimization can play a role in real industrial applications in the manufacturing sector. Using the quantum annealer provided by D-Wave Systems, we analyze the performance of the quantum and quantum–classical hybrid solvers and compare them to deterministic- and random-algorithm classical benchmark solvers. The continued evolution of the quantum technology, indicating an expectation for even greater relevance in the future, is discussed, and the revolutionary potential it could have in the manufacturing sector is highlighted.","2024","2026-07-02 19:56:59","2026-07-10 00:58:37","","1-10","","","5","","IEEE Transactions on Quantum Engineering","","","","","","","","","","","","","","","","","","","Quantum computing; Optimization; Quantum algorithm; Annealing; Clutch manufacturing; combinatorial optimization; Combinatorial testing; Friction; Manufacturing; quadratic unconstrained binary optimization (QUBO) formulations; quantum annealing; Quantum annealing; quantum computing applications; quantum–classical hybrid algorithms","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DUKUZ65M","journalArticle","2025","J. Li; P. Zheng; Z. Li; K. Xue; Z. Xie; N. Yu; Q. Sun; J. Lu","Integration of Quantum Key Distribution Networks and Classical Networks: An Evolution Perspective","IEEE Network","","1558-156X","10.1109/MNET.2025.3537691","","As a promising quantum application, Quantum Key Distribution (QKD) technology has been rapidly developed from point-to-point communication to a large-scale commercial network. However, considering the cost of QKD components and network infrastructure, building a QKD network is challenged by its expensive capital expenditure, which significantly hinders its future popularization. In this article, we envision an evolution roadmap consisting of three stages for the future development of QKD networks, aiming at achieving a fully integrated network architecture that combines QKD and telecommunications networks. Powered by several critical technologies, such as link multiplexing, miniaturized QKD, and transmission optimization, QKD is foreseen to be integrated into telecommunications networks as an add-on module that can be flexibly deployed. After that, we introduce the integrated network architecture design in detail, and respectively provide four QKD-related function implementations. At last, key technologies that should be concerned and further investigated are also discussed with performance evaluation, which can provide theoretical guidance for both industries and academia. Based on the proposed roadmap and integrated architecture, we believe a scalable, easy-to-use, and affordable QKD service can be brought to current telecommunication networks, and extensively applied by ordinary people while using daily applications.","2025-05","2026-07-02 19:56:59","2026-07-10 00:58:41","","180-187","","3","39","","IEEE Network","","","","","","","","","","","","","","","","","","","Protocols; Quantum key distribution; Hardware; Computer architecture; evolution roadmap; integrated network architecture; Internet; Network architecture; Optical fiber communication; Optical fiber networks; Optical switches; Quantum channels; Quantum key distribution networks; Telecommunications; telecommunications networks","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N4KRNR3W","journalArticle","2024","C. Sanavio; S. Tibaldi; E. Tignone; E. Ercolessi","Quantum Circuit for Imputation of Missing Data","IEEE Transactions on Quantum Engineering","","2689-1808","10.1109/TQE.2024.3447875","","The imputation of missing data is a common procedure in data analysis that consists in predicting missing values of incomplete data points. In this work, we analyze a variational quantum circuit for the imputation of missing data. We construct variational quantum circuits with gates complexity $\mathcal {O}(N)$ and $\mathcal {O}(N^{2})$ that return the last missing bit of a binary string for a specific distribution. We train and test the performance of the algorithms on a series of datasets finding good convergence of the results. Finally, we test the circuit for generalization to unseen data. For simple systems, we are able to describe the circuit analytically, making it possible to skip the tedious and unresolved problem of training the circuit with repetitive measurements. We find beforehand the optimal values of the parameters and make use of them to construct an optimal circuit suited to the generation of truly random data.","2024","2026-07-02 19:56:59","2026-07-10 00:57:30","","1-12","","","5","","IEEE Transactions on Quantum Engineering","","","","","","","","","","","","","","","","","","","Quantum circuit; Quantum computing; Logic gates; Training; Qubit; quantum computing; Probability distribution; Correlation; Data integrity; Imputation; Imputation missing data; variational quantum circuit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DXIP2ZK6","journalArticle","2023","J. Guo; H. Lou; J. Yu; R. Li; W. Fang; J. Liu; P. Long; S. Ying; M. Ying","isQ: An Integrated Software Stack for Quantum Programming","IEEE Transactions on Quantum Engineering","","2689-1808","10.1109/TQE.2023.3275868","","We introduce isQ, a new software stack for quantum programming in an imperative programming language, also named isQ. The aim of isQ is to make programmers write quantum programs as conveniently as possible. In particular, 1) the isQ language and its compiler contain many useful features, including but not limited to classical control flow, such as recursion, decomposition of self-defined unitary gates, and oracle programming and its circuit realization. 2) To make it flexible, an isQ program can be compiled into several different kinds of intermediate representation and assemblies, including QIR, eQASM, OpenQASM 3.0, and QCIS (specially tailored for the superconducting quantum hardware at the University of Science and Technology of China). 3) Besides interfacing isQ with real superconducting hardware, a QIR simulator is also developed for the demonstration and testing of isQ programs. The isQ software stack encompasses abundant compiler optimizations of high-level quantum programs. To realize it, a distinct multilevel intermediate representation (MLIR) dialect name isQ-IR is proposed.","2023","2026-07-02 19:56:59","2026-07-10 00:58:38","","1-16","","","4","","IEEE Transactions on Quantum Engineering","","","","","","","","","","","","","","","","","","","Quantum computing; Real-time systems; Hardware; Qubit; Full stack; Program processors; Compilers; Computer languages; programming languages; quantum computing stacks","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HS8H8UHP","journalArticle","2026","J. Drewniok; M. Walter; S. Sze Hang Ng; K. Walus; R. Wille","QuickCell: Fast Automatic Design of Standard Cells for Silicon Dangling Bond Logic","IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems","","1937-4151","10.1109/TCAD.2025.3605537","","In recent years, Silicon Dangling Bond (SiDB) logic has emerged as a promising beyond-CMOS technology due to its integration density and operating frequency. This advancement is driving the development of comprehensive design automation workflows, including physical simulators and gate design tools. Unlike conventional circuit technology, where logic is implemented through transistors, SiDB logic utilizes quantum dots with variable charge states. By strategically arranging these dots, standard logic functions like or, and, nand, and so on can be implemented, which are usually provided as standard cells in design processes. However, finding such arrangements that implement a given Boolean function is a tremendously complex task that involves considering numerous candidates and verifying them through computationally expensive physical simulation. Hence, the automatic obtainment of SiDB logic layouts is thus far limited to simple two-input functions only, which already require substantial computation resources. In contrast, conventional physical design algorithms for VLSI have long transitioned from single-gate considerations to multiinput standard cells. To address this challenge, this article proposes QuickCell, a fast algorithm for automatic standard cell design for SiDB logic that uses dedicated search space pruning techniques. In an extensive experimental evaluation, it is demonstrated that combining these pruning techniques yields: 1) a drastic reduction of the search space amounting to up to six orders of magnitude; 2) a corresponding decrease of the runtime by up to a factor of 91; 3) the capability to handle more complex functionality, as, for example, utilized in standard cells, for the first time, significantly narrowing the gap between SiDB logic and conventional CMOS design paradigms; and 4) a significant speedup compared to physical simulation (up to a factor of 10000), with near independence from the number of input–output (I/O) pins when determining the nonoperationality of a given layout. This efficiency makes these techniques—and by extension QuickCell—a powerful enabler for the design of complex standard cells.","2026-04","2026-07-02 19:57:59","2026-07-10 00:58:38","","1769-1781","","4","45","","IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems","","","","","","","","","","","","","","","","","","","Logic gates; Layout; Atomic-scale computing; design space pruning; Electric potential; Electrostatics; Libraries; Logic; Logic design; Pins; silicon dangling bonds (SiDBs); standard cell design methodology; Standards; Wire","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I3GT4T8W","journalArticle","2026","J. Yu; Y. Wu; Q. Wang; C. Song; K. Mao; J. Cai","Double-Sided Funnel-Shaped Through Silicon Via Interposer by Wet-Etching Method for Superconducting Quantum Application","IEEE Electron Device Letters","","1558-0563","10.1109/LED.2026.3703907","","In this work, a wet-etching method utilizing the different etch rates on various silicon crystal planes is adopted to fabricate fully superconducting partially-filled double-sided funnel-shaped niobium through silicon via (TSV) with highly smooth sidewall. To evaluate the fabrication quality of TSVs, scanning electron microscopy (SEM), focused ion beam (FIB), and energy dispersive spectroscopy (EDS) are employed to examine the conformality of sputtered Nb and photoresist (PR) on TSV sidewalls for different openings. Daisy chain test vehicle (TV) containing 288 TSVs with 200, 300, and 400μmopening all exhibit highly consistent transition temperature (Tc). Wide-range thermal cycling (TC) under 300-1.68-300K has been performed for 22 times without obvious degradation of superconducting transition property. Moerover, the critical current (Ic) measured using the Gifford-McMahon cryocooler is 354 mA. Based on this structure, the comprehensive simulations are further investigated including novel 3D lumped resonator design with interdigitated capacitor (IDC) and meander inductor, electrical response varied with different opening values, and mechanical stress distribution after TC, providing a useful reference for future 3D quantum processor design.","2026","2026-07-02 19:57:59","2026-07-10 00:58:43","","1-1","","","","","IEEE Electron Device Letters","","","","","","","","","","","","","","","","","","","Routing; Design methodology; Electrons; Filling; Light emitting diodes; Niobium; Resonators; Sputtering; Superconducting; Through-silicon vias; TSV; wet etching; Wet etching","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I7R6UNNK","conferencePaper","2026","L. Burgholzer; D. Haag; Y. Stade; D. Rovara; P. Hopf; R. Wille","Focus Session Paper: The MQT Compiler Collection : A Blueprint for a Future-Proof Quantum-Classical Compilation Framework","2026 Design, Automation & Test in Europe Conference (DATE)","1558-1101","","10.23919/DATE69613.2026.11539504","","As the capabilities of quantum computing hardware continue to rise, algorithms that exploit them are becoming increasingly complex. These developments increase the need for sophisticated compilation frameworks that translate high-level algorithms into executable code. In the past, most solutions were built with a quantum-first approach and handled mostly pure quantum programs without classical elements such as structured control flow. However, developments in quantum algorithms, error correction, and optimization, as well as the integration into high-performance computing (HPC) environments, depend on such classical elements. As quantum-first approaches increasingly struggle to handle these concepts, classical-first approaches are becoming a promising alternative. In this work, we present the MQT Compiler Collection, a blueprint for a future-proof quantum-classical compilation framework built on the Multi-Level Intermediate Representation (MLIR). After years of experience with the quantum-first approach and its shortcomings, we propose a framework that embraces core MLIR concepts to support the full compilation pipeline from high-level algorithms to hardware-specific instructions. The proposed architecture is designed from the ground up to support complex optimizations beyond, e.g., simple gate cancellation. It is publicly available at github.com/munich-quantum-toolkit/core.","2026-04-20","2026-07-02 19:57:59","2026-07-10 00:59:13","","1-7","","","","","","","","","","","","","","","","","","","","Journal Abbreviation: 2026 Design, Automation & Test in Europe Conference (DATE)","","","","Programming; Hardware; Optimization; Qubit; Program processors; High performance computing; Printing; Design methodology; Algorithms; Fluid flow","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2026 Design, Automation & Test in Europe Conference (DATE)","","","","","","","","","","","","","","",""
"EI6JBP5T","conferencePaper","2023","Á. M. Aparicio-Morales; J. L. Herrera; E. Moguel; J. Berrocal; J. Garcia-Alonso; J. M. Murillo","Minimizing Deployment Cost of Hybrid Applications","2023 IEEE International Conference on Quantum Computing and Engineering (QCE)","","","10.1109/QCE57702.2023.10209","","Within Quantum Software Engineering, the development of hybrid classical-quantum applications is an active research topic. Concretely, there is a focus on the usage of microservices architectures to offer quantum functionalities through classical service gateways. However, while there are methodologies and tools to automatically determine the best deployment for classical applications, this is not the case for hybrid applications, which are especially complicated to deploy due to their specific quantum-requirements. In this paper, we propose Cost Minimizer, a tool to determine the most cost-effective classical and quantum machines to deploy hybrid microservice-based applications. We believe Cost Minimizer will be a step towards achieving a better interaction between classical and quantum computing systems.","2023-09-17","2026-07-02 19:57:59","2026-07-10 00:56:41","","191-194","","","02","","","","","","","","","","","","","","","","","Journal Abbreviation: 2023 IEEE International Conference on Quantum Computing and Engineering (QCE)","","","","Quantum computing; Software engineering; Logic gates; Computer architecture; Costs; Cost Minimizer; Microservice architectures; Quantum; Software Engineering","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023 IEEE International Conference on Quantum Computing and Engineering (QCE)","","","","","","","","","","","","","","",""
